City,Price,Beds,Baths,SQFT,LotSize,YearBuilt,Age,Parking,DOM,BeenReduced,LAT,LONG,ShortSale,Validation
St. Paul,195000,3,1.75,1996,7840,1967,47,2,8,N,44.944675,-93.023735,FALSE,Test
Minneapolis,115000,4,1.5,1769,6969,1994,20,1,137,N,45.02774,-93.29026,FALSE,Test
Minneapolis,129900,2,1,690,5227,1915,99,1,41,N,44.930248,-93.227943,FALSE,Training
Minneapolis,185000,3,1.75,1868,5227,1912,102,1,103,Y,44.930202,-93.247719,TRUE,Training
Minneapolis,1199900,5,3.5,4434,6534,2014,0,3,12,N,44.930218,-93.324837,FALSE,Validation
Minneapolis,199900,3,1,1168,5227,1920,94,2,1,N,44.929806,-93.233765,FALSE,Validation
Minneapolis,875000,5,3.5,3303,5662,2005,9,3,63,N,44.929779,-93.29171,FALSE,Test
Minneapolis,119900,4,2,1400,5662,2007,7,2,50,Y,45.02811,-93.298061,FALSE,Training
Minneapolis,179900,3,1.5,1258,5227,1902,112,1,111,Y,44.929783,-93.219498,FALSE,Training
Minneapolis,167500,3,1.75,1072,4791,1926,88,2,57,Y,44.929596,-93.236809,FALSE,Validation
Minneapolis,139900,2,1,952,4791,1915,99,2,107,Y,44.929634,-93.2621,TRUE,Training
Minneapolis,124900,3,1,1176,5227,1926,88,4,30,N,45.028839,-93.313171,FALSE,Test
Minneapolis,205900,2,1,1400,4791,1942,72,1,137,N,44.92915,-93.245697,FALSE,Validation
Minneapolis,425000,5,3.5,3456,5227,2013,1,2,97,N,44.929043,-93.215668,FALSE,Test
Minneapolis,187500,3,1.5,1620,3484,1964,50,1,20,N,44.928791,-93.248337,FALSE,Training
St. Paul,205000,5,2.25,1852,9147,1965,49,2,105,Y,44.939888,-93.00914,FALSE,Training
St. Paul,125000,4,1.5,1320,3920,1900,114,1,137,Y,44.926365,-93.102654,FALSE,Training
Minneapolis,230000,2,1,1453,6098,1936,78,2,14,N,44.92849,-93.249458,FALSE,Training
Minneapolis,179900,3,1,1203,6098,1927,87,2,119,Y,44.928307,-93.255829,FALSE,Validation
Minneapolis,184900,2,2,1420,5227,1911,103,2,74,Y,44.928329,-93.217506,FALSE,Training
Minneapolis,159900,3,1.75,1505,5227,1924,90,3,5,N,45.029854,-93.313942,FALSE,Training
Minneapolis,2100000,4,4,4514,12196,2013,1,4,15,N,44.928116,-93.31015,FALSE,Training
St. Paul,179900,2,1.5,1220,7405,1909,105,1,6,N,44.933514,-93.089203,FALSE,Validation
Minneapolis,139900,2,0.75,833,5227,1912,102,1,13,N,44.927692,-93.214401,FALSE,Training
Minneapolis,164900,3,1.5,1676,4791,1950,64,2,136,Y,45.030525,-93.313202,FALSE,Training
Minneapolis,159900,1,1,750,4791,1909,105,1,20,N,44.927593,-93.213127,FALSE,Training
St. Paul,147567,3,1,1344,7840,1925,89,2,137,Y,44.926289,-93.102859,FALSE,Test
Minneapolis,220000,4,2,2736,4791,1915,99,2,57,N,,,FALSE,Validation
Minneapolis,179900,2,1,1022,4791,1914,100,1,65,N,44.927486,-93.238113,FALSE,Training
Minneapolis,224900,3,1.75,1980,5227,1909,105,2,6,N,44.927219,-93.248932,FALSE,Validation
Minneapolis,245000,3,1.75,1482,4791,1914,100,2,2,N,44.927109,-93.24894,FALSE,Training
Minneapolis,349500,4,2.25,1916,7405,1961,53,2,119,Y,44.92728,-93.205803,FALSE,Training
Minneapolis,3775000,4,4.5,5670,15245,2000,14,3,137,N,44.954094,-93.319405,FALSE,Training
Minneapolis,75000,4,2,2163,6534,1904,110,1,26,Y,45.031807,-93.291573,FALSE,Validation
Minneapolis,1399900,4,4,4368,13068,1928,86,2,7,Y,44.926483,-93.29586,FALSE,Training
Minneapolis,349900,3,2.25,1800,5662,2013,1,2,137,N,44.926529,-93.226044,FALSE,Test
Minneapolis,174900,3,2,1586,6098,1955,59,2,112,N,44.926426,-93.250763,FALSE,Training
Minneapolis,309900,4,2.25,2047,5227,1906,108,4,69,Y,44.926384,-93.280891,FALSE,Validation
Minneapolis,299900,4,2,1653,5662,1996,18,2,14,N,44.92643,-93.225288,FALSE,Training
Minneapolis,237000,3,1.75,1621,5227,1924,90,2,57,N,44.926437,-93.257851,FALSE,Training
Minneapolis,159000,3,2.25,1970,6534,1929,85,1,137,N,45.031742,-93.29921,FALSE,Test
Minneapolis,105000,3,1,1042,6098,1923,91,1,1,N,45.032375,-93.297943,FALSE,Training
Minneapolis,228420,3,2.5,1578,4791,1923,91,1,57,Y,44.926136,-93.245689,FALSE,Test
Minneapolis,184900,3,2,1922,6534,1932,82,2,65,Y,45.032288,-93.316528,FALSE,Training
Minneapolis,189900,3,1.5,1620,6098,1953,61,2,19,N,44.92561,-93.250237,FALSE,Validation
Minneapolis,99900,2,1,1100,4791,1923,91,3,15,N,45.032719,-93.297958,FALSE,Test
Minneapolis,154900,3,1.75,2164,6098,1926,88,2,111,Y,45.0327,-93.314537,TRUE,Validation
Minneapolis,233900,2,1,1306,5227,1915,99,2,137,Y,44.925518,-93.279587,FALSE,Training
Minneapolis,120000,5,1,2060,4791,1928,86,2,14,N,45.032669,-93.312691,FALSE,Test
Minneapolis,1675000,4,4.25,6279,14374,1917,97,2,137,N,44.925224,-93.293938,FALSE,Training
Minneapolis,359900,4,2.5,1624,4791,2014,0,2,111,N,44.925419,-93.266663,FALSE,Training
St. Paul,164900,3,1,1532,7405,1957,57,2,51,N,44.954025,-93.007446,FALSE,Training
Minneapolis,359000,3,2.25,1956,4791,2014,0,2,68,N,44.924938,-93.231735,FALSE,Test
Minneapolis,995000,6,4.25,5401,10890,1922,92,3,96,N,44.924847,-93.294601,FALSE,Training
Minneapolis,193500,2,1,950,4356,1912,102,1,19,N,44.9249,-93.256554,FALSE,Test
Minneapolis,399900,3,2.5,2000,4791,2013,1,2,56,N,44.924839,-93.275719,FALSE,Training
Minneapolis,299900,4,2,2485,5662,1902,112,2,137,Y,44.995556,-93.258278,FALSE,Validation
St. Paul,63000,4,2,1469,4791,1887,127,4,105,Y,44.925083,-93.067413,FALSE,Training
Minneapolis,104900,2,1,1002,4791,1925,89,4,137,Y,45.033886,-93.313263,TRUE,Training
Minneapolis,274900,5,2.25,2292,5662,1955,59,2,13,N,44.924606,-93.210571,FALSE,Validation
Minneapolis,1450000,4,2.75,3740,15245,1956,58,2,93,N,44.924053,-93.295921,FALSE,Training
Minneapolis,99900,2,1,835,5227,1923,91,1,23,N,44.924351,-93.269272,FALSE,Training
Minneapolis,359900,4,2.5,1624,5662,2014,0,2,119,N,44.924171,-93.260376,FALSE,Validation
Minneapolis,89900,3,1,1455,5662,1923,91,1,137,Y,45.034271,-93.303787,TRUE,Training
Minneapolis,279900,4,1.5,2860,4791,1932,82,1,65,N,44.924122,-93.266685,FALSE,Training
Minneapolis,137500,3,1,1383,4791,1926,88,1,23,N,44.924026,-93.268555,FALSE,Training
Minneapolis,199900,3,2,1350,4356,1915,99,1,20,N,44.923805,-93.255295,FALSE,Validation
Minneapolis,179900,2,1.5,1016,5227,1915,99,2,57,Y,44.923733,-93.228668,FALSE,Training
Minneapolis,318500,4,2.75,2880,5227,2003,11,2,68,Y,44.923397,-93.227959,FALSE,Training
Minneapolis,135000,3,1,1412,5227,1947,67,1,137,Y,45.03508,-93.310188,FALSE,Training
St. Paul,67000,4,1,1248,4791,1895,119,1,18,N,44.962708,-93.118477,FALSE,Training
St. Paul,169900,3,1.25,1496,4791,2001,13,1,137,Y,44.926327,-93.103859,FALSE,Test
Minneapolis,229000,3,1.5,1046,5227,1900,114,2,137,Y,44.922901,-93.282906,FALSE,Training
Minneapolis,424900,3,2.5,1948,5227,2013,1,4,137,N,44.922916,-93.211838,FALSE,Test
Minneapolis,195000,1,1,900,5662,1910,104,4,30,N,44.922619,-93.285355,FALSE,Training
Minneapolis,1695000,7,4,6499,16117,1915,99,2,118,N,44.922359,-93.294662,FALSE,Validation
Minneapolis,90000,2,2,1039,3920,1900,114,1,137,Y,45.036114,-93.3013,FALSE,Training
Minneapolis,157700,2,1,1250,4791,1917,97,2,16,N,44.922588,-93.212379,FALSE,Validation
Minneapolis,1495000,4,3.75,4973,16552,1905,109,2,137,Y,44.92181,-93.294716,FALSE,Training
Minneapolis,119000,3,1,1280,4791,1925,89,2,65,Y,45.036491,-93.312027,TRUE,Training
Minneapolis,254900,5,3,2640,6969,1940,74,2,69,Y,44.922264,-93.214409,FALSE,Training
Minneapolis,189900,3,1.75,1489,5227,1921,93,2,19,N,44.922153,-93.212379,FALSE,Training
Minneapolis,225000,2,1.75,1548,5227,1974,40,4,6,N,44.994751,-93.254074,FALSE,Training
Minneapolis,839900,5,3.25,3574,5662,2013,1,2,9,N,44.921253,-93.323616,FALSE,Training
Minneapolis,194000,4,1,1213,5227,1950,64,1,119,Y,44.921272,-93.271141,FALSE,Training
Minneapolis,799000,5,3,3225,5227,2013,1,2,137,N,44.921124,-93.326241,FALSE,Training
Minneapolis,1179000,5,3.25,4330,6534,2014,0,2,119,N,44.920986,-93.32692,FALSE,Validation
Minneapolis,179900,3,1.75,1409,5227,1924,90,2,5,N,44.921165,-93.269852,FALSE,Validation
Minneapolis,194900,3,1.75,1790,6969,1948,66,2,1,N,45.037888,-93.315109,FALSE,Validation
Minneapolis,839900,4,3.25,3475,5227,2013,1,2,57,N,44.920712,-93.325829,FALSE,Training
Minneapolis,159900,4,1.75,2000,6534,1949,65,2,77,Y,45.038383,-93.318909,FALSE,Training
Minneapolis,89900,2,1,780,5009,1900,114,1,92,N,45.037506,-93.289215,FALSE,Training
Minneapolis,1400000,4,3.25,4181,16988,1925,89,2,137,N,44.920345,-93.295059,FALSE,Test
Minneapolis,105900,3,2,1408,6098,1914,100,2,106,Y,44.920139,-93.216293,FALSE,Training
St. Paul,99000,3,1,2330,8712,1922,92,1,1,N,44.955227,-93.015526,TRUE,Training
Minneapolis,66900,2,1,1400,4791,1929,85,1,43,Y,45.038704,-93.312065,FALSE,Test
Minneapolis,349000,2,1.5,1715,5662,1908,106,2,119,Y,44.919327,-93.320534,FALSE,Training
Minneapolis,156900,3,1,1521,5227,1947,67,2,137,Y,45.03878,-93.313332,FALSE,Validation
Minneapolis,143900,3,1.25,1794,5227,1948,66,2,137,Y,45.039028,-93.312065,FALSE,Training
Minneapolis,89900,3,1,1706,5227,1924,90,2,27,N,45.039162,-93.294342,FALSE,Training
Minneapolis,279900,3,1.5,1608,4356,1910,104,2,16,N,44.918522,-93.287895,FALSE,Training
Minneapolis,249900,3,1,1154,5227,1921,93,2,13,N,44.917427,-93.250778,FALSE,Training
Minneapolis,229900,3,2,1658,5227,1915,99,1,40,N,44.917442,-93.263542,FALSE,Training
Minneapolis,174900,3,1.5,1642,6098,1951,63,1,119,Y,45.040882,-93.318985,FALSE,Training
Minneapolis,575900,5,3.5,3564,4791,2008,6,2,137,Y,44.917027,-93.286064,FALSE,Training
Minneapolis,595000,3,2.25,2416,5662,1925,89,2,65,N,44.917099,-93.328186,FALSE,Training
Minneapolis,174900,3,1,1402,6098,1951,63,2,20,N,45.041157,-93.318993,FALSE,Validation
Minneapolis,119900,4,1.5,1129,4791,1926,88,2,49,N,45.041199,-93.29361,FALSE,Validation
Minneapolis,429900,3,3,2324,4791,2014,0,1,7,N,44.916889,-93.26815,FALSE,Validation
Minneapolis,835000,5,3.5,3853,5227,2013,1,2,77,N,44.916721,-93.320511,FALSE,Training
Minneapolis,690000,4,2.25,2404,3920,1925,89,2,65,N,44.91663,-93.325768,FALSE,Training
Minneapolis,239900,4,1,2390,5227,1921,93,3,77,Y,44.916553,-93.2528,FALSE,Test
Minneapolis,179900,2,1,828,4791,1917,97,1,9,N,44.916454,-93.263557,FALSE,Training
St. Paul,119000,3,1,1011,6098,1875,139,1,137,N,44.956409,-93.1203,FALSE,Test
Minneapolis,4650000,5,5.5,8655,16117,1932,82,3,137,N,44.915871,-93.31192,FALSE,Training
Minneapolis,39000,2,1.5,1180,5662,1950,64,1,119,Y,45.043152,-93.288506,TRUE,Training
Minneapolis,184900,2,1,1146,6534,1915,99,1,13,N,44.914696,-93.228004,FALSE,Test
Minneapolis,189000,2,1,1174,5227,1921,93,3,20,Y,44.914818,-93.273247,FALSE,Training
Minneapolis,129900,2,1,1044,4791,1941,73,1,7,N,45.043331,-93.293098,FALSE,Validation
Minneapolis,2795000,4,4.75,4939,21344,1930,84,2,137,N,44.915676,-93.310974,FALSE,Validation
Minneapolis,99900,2,1,1248,4791,1930,84,1,100,Y,45.043655,-93.29052,FALSE,Test
Minneapolis,39900,2,1,1390,4791,1909,105,2,5,N,45.043766,-93.287292,FALSE,Validation
St. Paul,424900,3,1.5,1916,5662,1926,88,2,104,Y,44.926739,-93.193916,FALSE,Training
St. Paul,379900,4,2,1025,5662,1926,88,2,137,N,44.926739,-93.193275,FALSE,Training
Minneapolis,1495000,5,4.5,4646,23522,1907,107,4,119,N,44.915001,-93.307915,FALSE,Test
St. Paul,165000,4,2.5,2104,6534,1951,63,3,70,Y,44.920753,-93.082924,FALSE,Validation
Minneapolis,799900,4,2.5,4177,10454,1955,59,2,69,N,44.913956,-93.301392,FALSE,Training
Minneapolis,147900,3,1.75,1638,6534,1957,57,2,33,N,45.044121,-93.317802,FALSE,Training
Minneapolis,110000,3,1,1068,6534,1951,63,2,15,N,45.044212,-93.289795,FALSE,Training
Minneapolis,339000,3,2.25,2060,5227,1959,55,2,20,N,44.913937,-93.263565,FALSE,Test
Minneapolis,399988,5,2.75,2592,6098,1952,62,2,82,Y,44.913631,-93.270691,FALSE,Training
Minneapolis,252500,3,2,1700,6098,1922,92,2,49,N,44.913521,-93.277626,FALSE,Training
Minneapolis,869000,4,4.25,3519,6098,1924,90,2,19,N,44.91328,-93.289917,FALSE,Test
Minneapolis,89900,2,1,700,9583,1947,67,2,77,N,45.04538,-93.314713,FALSE,Training
Minneapolis,868900,5,3.25,3650,5227,2014,0,4,63,N,44.913296,-93.321762,FALSE,Validation
Minneapolis,259900,2,1.5,1853,5662,1959,55,1,137,Y,44.913254,-93.312141,FALSE,Training
Minneapolis,124900,2,1,1200,6098,1955,59,1,96,Y,45.045341,-93.313438,FALSE,Training
St. Paul,269000,3,2,1524,9583,1957,57,2,68,Y,44.956184,-93.206543,FALSE,Test
Minneapolis,124900,3,1.75,1460,7840,1955,59,1,63,N,45.045387,-93.309624,FALSE,Training
Minneapolis,112900,3,1,1460,5793,1946,68,2,44,Y,45.045578,-93.2911,FALSE,Training
St. Paul,139900,3,1.75,1600,8276,1961,53,1,86,N,44.988911,-93.079674,FALSE,Test
Minneapolis,625000,3,2.25,2700,11325,1931,83,2,72,N,44.912247,-93.273285,FALSE,Training
Minneapolis,134900,4,1.5,1685,6534,1950,64,2,49,N,45.045876,-93.289268,FALSE,Training
Minneapolis,849500,4,3.25,3752,5227,2014,0,3,43,N,44.911495,-93.321747,FALSE,Training
St. Paul,239900,5,2.5,2016,9147,1900,114,2,77,N,44.922783,-93.064224,FALSE,Test
Minneapolis,339900,3,1.5,2124,5662,1953,61,3,5,N,44.911064,-93.247719,FALSE,Validation
Minneapolis,99999,4,1,1128,5662,1950,64,3,77,Y,45.04726,-93.297546,FALSE,Training
Minneapolis,350000,3,1,1550,5227,1980,34,2,5,N,44.910725,-93.312851,FALSE,Validation
St. Paul,749900,6,4.25,4869,9147,1895,119,1,44,N,44.939743,-93.121346,TRUE,Test
Minneapolis,299000,3,2,1697,5227,1920,94,2,20,N,44.910679,-93.218674,FALSE,Validation
Minneapolis,599000,4,3.5,2938,5227,2013,1,2,137,N,44.910179,-93.318481,FALSE,Training
St. Paul,95000,2,1.75,2204,4791,1982,32,1,40,N,44.922783,-93.063995,FALSE,Test
Minneapolis,305000,3,2,1607,5662,1900,114,2,77,Y,44.909924,-93.322289,FALSE,Test
Minneapolis,124900,3,1,1216,6969,1951,63,2,117,Y,45.048492,-93.293694,FALSE,Test
Minneapolis,157000,2,1.75,1737,6534,1925,89,1,6,N,44.909714,-93.208443,FALSE,Training
Minneapolis,129550,3,1,1200,5227,1917,97,2,47,N,45.048588,-93.302063,FALSE,Test
Minneapolis,140000,3,1.75,1738,4791,1962,52,2,44,N,45.048695,-93.302063,FALSE,Training
Minneapolis,699000,3,2,2376,5140,1924,90,2,2,N,44.909145,-93.31411,FALSE,Validation
Minneapolis,225000,3,2,2214,3049,1915,99,2,134,N,44.937511,-93.286377,FALSE,Validation
Minneapolis,53900,1,1,700,4356,1924,90,1,137,Y,45.049194,-93.291145,FALSE,Training
Minneapolis,228500,2,1,1095,5227,1917,97,1,77,Y,44.909218,-93.228783,FALSE,Training
St. Paul,194900,5,1.5,1851,6098,1964,50,2,106,Y,44.984333,-93.121872,FALSE,Validation
Minneapolis,225000,3,1.75,1758,10454,2014,0,2,82,N,45.049759,-93.308968,FALSE,Training
Minneapolis,225000,3,1.75,1758,7405,2014,0,2,82,N,45.049561,-93.308426,FALSE,Training
Minneapolis,139900,2,2,1100,5227,1923,91,4,119,N,45.050011,-93.286018,FALSE,Training
Minneapolis,119900,3,1.5,1121,5227,1921,93,2,57,N,45.050232,-93.287308,FALSE,Training
Minneapolis,339900,3,2.5,2079,5662,1949,65,2,89,Y,44.907856,-93.255363,FALSE,Training
Minneapolis,138500,5,1.75,1774,4791,1945,69,1,137,N,45.050339,-93.296272,FALSE,Training
Minneapolis,219900,3,1,1052,5227,1951,63,2,9,N,44.907578,-93.261002,FALSE,Training
Minneapolis,955000,5,4.5,4720,6534,1927,87,3,88,N,44.907047,-93.296829,FALSE,Training
St. Paul,99900,2,1,754,9583,1924,90,2,9,N,44.972248,-93.078194,FALSE,Training
St. Paul,520000,4,2.25,2352,5662,1888,126,2,2,N,44.947147,-93.12252,FALSE,Training
St. Paul,149900,3,1.25,1288,5227,1907,107,3,70,N,44.930004,-93.101593,FALSE,Training
St. Paul,145000,3,1,1279,4791,1914,100,2,137,N,44.957283,-93.06057,FALSE,Test
Minneapolis,260000,3,1,1176,4791,1925,89,2,1,N,44.906943,-93.325364,FALSE,Validation
Minneapolis,479900,3,1.5,2191,5924,1936,78,2,104,Y,44.906761,-93.298103,FALSE,Training
Minneapolis,324900,4,1.5,2114,4791,1948,66,2,2,N,44.906776,-93.257942,FALSE,Training
Minneapolis,159900,1,1,599,5227,1923,91,2,95,Y,44.906944,-93.216858,FALSE,Validation
Minneapolis,234900,3,1,1540,4791,1939,75,1,51,N,44.906696,-93.254646,FALSE,Training
Minneapolis,499900,3,1.5,2552,6534,1927,87,2,57,N,44.90604,-93.272537,FALSE,Test
Minneapolis,319900,2,2.25,1930,5227,1921,93,2,2,N,44.906025,-93.302643,FALSE,Training
Minneapolis,624900,5,2.75,2697,4791,1929,85,2,51,N,44.905899,-93.295013,FALSE,Validation
Minneapolis,179990,3,1,1031,5227,1924,90,2,65,Y,44.906124,-93.214874,FALSE,Training
Minneapolis,799990,4,3.25,3398,5227,2013,1,4,9,N,44.905968,-93.32299,FALSE,Training
Minneapolis,225000,3,1,1154,5227,1940,74,2,137,Y,44.905762,-93.257957,FALSE,Training
Minneapolis,699900,4,3.5,3200,5227,2006,8,2,8,N,44.905846,-93.322266,FALSE,Training
Minneapolis,129900,2,1.75,954,5227,1924,90,1,36,N,44.905834,-93.20977,TRUE,Test
Minneapolis,309999,3,1.75,1725,5662,1928,86,1,89,Y,44.905426,-93.307716,FALSE,Training
St. Paul,599900,4,3,3552,5662,1880,134,2,119,N,44.947147,-93.12291,FALSE,Training
Minneapolis,299900,4,2,2208,6534,1948,66,1,68,Y,44.904976,-93.305176,FALSE,Training
Minneapolis,389900,4,1.75,2320,7405,1918,96,3,57,N,44.905033,-93.273834,FALSE,Validation
Minneapolis,129900,3,1.75,1574,5227,1950,64,1,85,Y,44.905251,-93.208496,FALSE,Validation
Minneapolis,134800,1,1,675,5227,1922,92,2,137,Y,44.905144,-93.209778,FALSE,Validation
Minneapolis,224900,3,1,1140,5662,1947,67,1,57,Y,44.904659,-93.317909,FALSE,Test
Minneapolis,117900,2,1,739,6098,1923,91,2,85,Y,44.904865,-93.226814,FALSE,Training
Minneapolis,124900,1,1,548,6098,1924,90,1,137,N,44.904633,-93.22393,FALSE,Training
Minneapolis,209900,4,2,2852,5227,1944,70,1,43,Y,44.904453,-93.227585,FALSE,Training
Minneapolis,239900,4,2,2164,4791,1946,68,1,96,N,44.904282,-93.235779,FALSE,Test
Minneapolis,184900,3,1.75,1596,5227,1946,68,2,36,N,44.904213,-93.230118,FALSE,Training
Minneapolis,137000,1,1,690,6534,1922,92,3,86,Y,44.903931,-93.224747,FALSE,Training
Minneapolis,254900,4,2,1627,6098,1926,88,2,96,Y,44.903584,-93.286102,FALSE,Validation
St. Paul,529900,6,3.25,3990,9147,1912,102,4,137,Y,44.94313,-93.147102,FALSE,Training
Minneapolis,309900,5,2.75,2686,6534,1950,64,2,6,N,44.903286,-93.254707,FALSE,Training
Minneapolis,224990,3,1.75,1340,4791,1925,89,4,77,Y,44.903336,-93.214897,FALSE,Training
Minneapolis,419900,4,2.25,2925,5227,2000,14,2,71,Y,,,FALSE,Training
Minneapolis,324900,3,2,1694,7405,1940,74,2,68,Y,44.902409,-93.26564,FALSE,Training
