City,Price,Beds,Baths,SQFT,LotSize,YearBuilt,Age,Parking,DOM,BeenReduced,LAT,LONG,ShortSale,Validation
Minneapolis,284700,3,1.75,1702,5227,1953,61,2,6,N,44.902626,-93.318451,FALSE,Training
Minneapolis,169990,3,1.5,1080,6098,1924,90,2,137,Y,44.902321,-93.27834,FALSE,Training
Minneapolis,189900,3,2,1510,6534,1928,86,4,9,N,44.902466,-93.22477,FALSE,Validation
St. Paul,110000,3,1.75,1376,4791,1909,105,2,137,Y,44.957836,-93.118492,FALSE,Test
St. Paul,133900,3,1.75,1129,10018,1947,67,1,8,N,44.958103,-93.024773,FALSE,Training
Minneapolis,169900,2,1,696,5227,1948,66,3,57,N,44.901936,-93.233971,FALSE,Validation
Minneapolis,399900,4,3.25,2722,7840,1995,19,2,104,Y,44.90176,-93.282204,FALSE,Test
Minneapolis,234900,3,1.75,2150,6969,1950,64,4,12,N,44.901615,-93.221291,FALSE,Training
Minneapolis,187000,4,2.5,1555,5227,1940,74,4,137,Y,44.901302,-93.275887,FALSE,Training
Minneapolis,219900,5,1.75,1670,6534,1924,90,2,36,N,44.901127,-93.273926,FALSE,Test
Minneapolis,185900,3,1,1214,5227,1923,91,2,135,N,44.901169,-93.220741,FALSE,Training
Minneapolis,249900,3,1.75,1314,5227,1950,64,1,10,N,44.900955,-93.305756,FALSE,Training
Minneapolis,289900,3,1.5,1440,6098,1937,77,1,92,N,44.900627,-93.258095,FALSE,Training
Minneapolis,273500,3,1.75,1587,5227,1950,64,1,5,N,44.900703,-93.298828,FALSE,Validation
St. Paul,56750,2,1,1397,3920,1957,57,1,57,Y,44.95829,-93.063179,FALSE,Training
Minneapolis,169900,3,1.75,1373,5227,1952,62,2,93,N,44.900459,-93.232719,FALSE,Validation
Minneapolis,219000,3,1.5,1828,5227,1912,102,1,82,Y,44.900242,-93.278442,FALSE,Training
Minneapolis,199900,3,1,1496,5227,1945,69,1,105,N,44.900436,-93.235817,FALSE,Validation
Minneapolis,750000,4,3.5,3531,5227,2013,1,2,70,N,44.900166,-93.31411,FALSE,Test
Minneapolis,164900,3,1,1080,5227,1951,63,1,37,N,44.900349,-93.233269,TRUE,Validation
St. Paul,129895,2,1,1500,6534,1904,110,6,103,Y,44.971306,-93.124222,FALSE,Training
St. Paul,255000,5,1.75,2120,7405,1975,39,2,57,Y,44.934383,-93.123451,FALSE,Training
St. Paul,144900,3,1.5,1447,8276,1958,56,1,37,N,44.977619,-93.124283,FALSE,Training
Minneapolis,174900,3,1,1674,6098,1951,63,1,84,N,44.899689,-93.219482,FALSE,Training
Minneapolis,339900,3,2.5,2007,6534,1947,67,2,9,N,44.899353,-93.286102,FALSE,Validation
Minneapolis,199900,4,1,1212,8712,1927,87,3,110,N,44.899612,-93.214935,FALSE,Test
Minneapolis,189900,3,1.75,1374,6534,1950,64,4,12,N,44.899403,-93.221321,FALSE,Validation
Minneapolis,209900,3,1.5,1586,5227,1948,66,1,111,Y,44.899235,-93.239609,FALSE,Training
Minneapolis,174900,2,1.75,1623,10454,1947,67,1,119,Y,44.898731,-93.308296,TRUE,Training
Minneapolis,184900,3,1.75,1572,5662,1952,62,2,92,Y,44.898609,-93.254288,FALSE,Training
Minneapolis,289900,3,1.75,1820,5227,1949,65,2,107,N,44.898819,-93.305763,FALSE,Training
Minneapolis,274900,3,2.75,1835,5662,1938,76,1,69,N,44.898384,-93.279007,FALSE,Training
St. Paul,329900,3,2.5,1767,5227,1928,86,2,137,N,44.924118,-93.164825,FALSE,Training
St. Paul,145000,4,2,1680,4791,1899,115,2,6,N,44.959091,-93.124641,FALSE,Training
Minneapolis,575000,3,2.25,3173,6534,2014,0,2,6,N,44.897625,-93.304382,FALSE,Training
Minneapolis,184900,3,1.75,1536,6098,1981,33,2,7,N,44.897511,-93.245972,FALSE,Training
St. Paul,139900,4,1.75,1246,4791,1900,114,2,137,Y,44.958916,-93.063843,FALSE,Training
Minneapolis,329900,3,2,2216,6534,1941,73,2,137,Y,44.897366,-93.263748,FALSE,Validation
Minneapolis,243000,3,1,1726,6534,1946,68,1,112,Y,44.897007,-93.291229,FALSE,Validation
Minneapolis,274900,4,2,1862,5227,1957,57,2,22,N,44.897064,-93.295586,FALSE,Training
Minneapolis,239999,4,1.5,1822,6098,1951,63,2,89,Y,44.896538,-93.258232,FALSE,Training
Minneapolis,289900,3,1.5,2512,6098,1942,72,2,1,N,44.8964,-93.259964,FALSE,Training
Minneapolis,214900,2,1,1115,6969,1947,67,2,46,N,44.896061,-93.310852,FALSE,Training
Minneapolis,230000,3,1,1239,5227,1951,63,2,20,N,44.896042,-93.315926,FALSE,Test
Minneapolis,525000,4,2.5,2184,6098,2013,1,2,88,N,44.895779,-93.295029,FALSE,Training
Minneapolis,354500,3,1.5,1968,6098,1958,56,3,51,N,44.89629,-93.297981,FALSE,Test
Minneapolis,509900,3,2.5,2032,6098,2013,1,2,89,N,44.895817,-93.294852,FALSE,Training
Minneapolis,525000,4,2.5,2184,6098,2013,1,2,88,N,44.895611,-93.295036,FALSE,Training
Minneapolis,201500,2,1,745,6534,1949,65,1,137,Y,44.896362,-93.308296,FALSE,Training
Minneapolis,199900,3,1,1284,5227,1946,68,3,16,N,44.895279,-93.258263,FALSE,Training
Minneapolis,315900,3,1.75,2368,6098,1950,64,2,119,Y,44.894997,-93.258774,FALSE,Training
Minneapolis,334900,3,2.5,2098,5227,1972,42,2,57,Y,44.895176,-93.3172,FALSE,Test
Minneapolis,239900,4,2,1514,6098,1949,65,2,72,N,44.895485,-93.30648,FALSE,Training
Minneapolis,499000,5,3.25,2501,5227,2013,1,2,103,N,44.894928,-93.295593,FALSE,Training
St. Paul,120990,3,1.5,1296,5227,1920,94,1,1,N,44.959137,-93.055542,FALSE,Test
Minneapolis,189200,3,1.5,1117,6098,1942,72,1,97,N,44.894592,-93.259483,FALSE,Validation
Minneapolis,199000,4,1.5,1610,5227,1947,67,1,77,Y,44.894932,-93.314667,FALSE,Training
Minneapolis,279900,3,1.5,2326,7405,1955,59,2,137,N,44.894745,-93.296326,FALSE,Training
St. Paul,179900,3,2,1970,7405,1950,64,4,76,Y,44.979446,-93.125275,FALSE,Validation
St. Paul,65000,1,0.75,650,4791,1884,130,0,93,N,44.961803,-93.125504,FALSE,Training
St. Paul,99900,3,1,1385,4791,1938,76,1,113,Y,44.976234,-93.102592,TRUE,Training
Minneapolis,199900,3,1.5,1755,5662,1957,57,1,77,N,44.893932,-93.263748,FALSE,Validation
Minneapolis,569900,5,3.25,3892,6534,1957,57,2,37,N,44.893921,-93.295593,FALSE,Training
Minneapolis,249900,3,1,1879,5662,1955,59,2,51,Y,44.89381,-93.312828,FALSE,Validation
Minneapolis,159900,3,1.75,1260,6098,1950,64,4,27,Y,44.893387,-93.26445,TRUE,Training
Minneapolis,334900,4,2,2496,5662,1958,56,2,35,Y,44.893566,-93.311562,FALSE,Test
Minneapolis,245000,3,1.75,1657,5662,1953,61,2,105,Y,44.89307,-93.311562,FALSE,Validation
Minneapolis,256900,4,1.5,2096,6534,1951,63,2,13,N,44.892673,-93.258331,FALSE,Training
Minneapolis,219900,3,1.75,1740,6534,1956,58,1,119,Y,44.892673,-93.256302,FALSE,Training
Minneapolis,219900,4,1.5,2109,6098,1953,61,2,66,Y,44.892601,-93.27652,FALSE,Validation
St. Paul,57500,4,1.75,2620,4791,1890,124,2,7,N,44.970505,-93.074814,FALSE,Validation
St. Paul,95000,1,1.25,952,8624,1880,134,2,137,Y,44.976746,-93.098488,FALSE,Training
Minneapolis,224900,3,1.75,1935,6534,1951,63,3,111,Y,44.892193,-93.25885,FALSE,Validation
Minneapolis,255000,3,1.75,1923,6926,1954,60,2,77,N,44.8922,-93.257568,FALSE,Training
Minneapolis,299900,3,1.75,1681,6534,1951,63,2,1,N,44.89217,-93.317917,FALSE,Training
Minneapolis,184500,2,1.75,1504,6098,1952,62,1,75,Y,44.891888,-93.309029,FALSE,Test
Minneapolis,190000,3,1.75,1348,5662,1950,64,2,119,Y,44.891918,-93.315369,TRUE,Training
Minneapolis,219900,3,1,1382,6534,1951,63,2,72,Y,44.891899,-93.318466,FALSE,Validation
Minneapolis,199900,3,1.5,1553,2178,1904,110,0,85,Y,44.944901,-93.28756,FALSE,Training
Minneapolis,169900,3,1,1112,5227,1941,73,2,1,N,44.891472,-93.272598,FALSE,Training
Minneapolis,239000,3,1.75,2376,8712,1956,58,2,44,N,44.891399,-93.306564,FALSE,Training
St. Paul,209900,3,1.25,1127,5227,1907,107,2,137,N,44.927197,-93.104362,FALSE,Training
St. Paul,450000,8,4,4216,7405,1912,102,4,103,N,44.954185,-93.12661,FALSE,Training
St. Paul,39900,3,1,1104,6098,1886,128,1,86,Y,44.960064,-93.115746,FALSE,Test
St. Paul,199900,5,2,1750,13068,1900,114,2,5,N,44.981232,-93.126701,FALSE,Training
St. Paul,169900,4,1.5,1544,7405,1900,114,3,137,Y,44.926994,-93.087036,FALSE,Training
St. Paul,145000,1,1,933,1001,2004,10,0,49,Y,44.947727,-93.126877,FALSE,Test
St. Paul,79900,2,1,1050,4791,1920,94,2,86,Y,44.962322,-93.12706,TRUE,Training
St. Paul,142900,3,2,1426,6534,1900,114,0,137,N,44.921986,-93.134071,FALSE,Training
St. Paul,109000,2,2,982,6969,1886,128,1,137,N,44.959606,-93.127251,FALSE,Validation
St. Paul,90000,3,1,3580,4791,1888,126,2,33,N,44.969616,-93.072922,FALSE,Validation
St. Paul,144900,3,1,1215,12196,1949,65,1,137,Y,44.961109,-93.051903,TRUE,Training
St. Paul,90000,3,1.75,1596,3484,1922,92,1,137,Y,44.979912,-93.072876,FALSE,Test
St. Paul,87500,4,2.5,2136,4791,1884,130,2,1,N,44.953403,-93.070129,FALSE,Test
St. Paul,132000,5,2.75,1600,4791,1900,114,1,137,Y,44.959087,-93.12812,FALSE,Validation
St. Paul,164900,3,1.5,1440,6098,1965,49,2,10,N,44.983906,-93.072571,FALSE,Training
St. Paul,379850,2,1.75,1676,9147,1953,61,3,12,N,44.921108,-93.148247,FALSE,Training
St. Paul,99100,3,1.75,1798,5662,1900,114,3,2,N,44.961693,-93.115746,FALSE,Training
St. Paul,129900,3,1.5,1865,7840,1947,67,6,57,Y,44.989925,-93.072258,FALSE,Training
St. Paul,599000,4,2.25,3233,12632,1956,58,2,137,Y,44.921082,-93.197403,FALSE,Training
St. Paul,119900,3,1,1080,10890,1887,127,1,47,Y,44.920921,-93.134796,FALSE,Training
St. Paul,154900,2,1,1575,4791,1900,114,1,85,Y,44.930904,-93.128586,FALSE,Test
St. Paul,414900,3,2.5,3155,5662,1998,16,2,57,Y,44.920837,-93.147072,FALSE,Validation
St. Paul,204900,3,1,1705,4791,1949,65,4,20,N,44.991138,-93.12883,FALSE,Training
St. Paul,230000,4,1.75,1985,10890,1917,97,2,8,N,44.981331,-93.071526,FALSE,Training
Minneapolis,174900,3,2,2084,5227,1925,89,2,36,N,45.035309,-93.252892,FALSE,Training
St. Paul,153900,3,1.75,1468,7405,1982,32,2,82,Y,44.991302,-93.071404,FALSE,Test
St. Paul,144900,3,1,1424,3920,1940,74,2,113,Y,44.983124,-93.071266,FALSE,Validation
St. Paul,97900,3,2.25,1512,3049,1985,29,1,63,Y,44.925018,-93.101532,FALSE,Validation
St. Paul,74900,4,1.75,1880,4791,1906,108,2,51,Y,44.976826,-93.070808,FALSE,Training
St. Paul,129900,3,0.75,1180,4791,1900,114,2,91,Y,44.96233,-93.12989,FALSE,Training
Minneapolis,119900,4,1.5,1304,5227,1939,75,2,119,Y,45.035301,-93.252388,FALSE,Training
St. Paul,114900,3,1,1408,4791,1923,91,1,89,Y,44.957798,-93.13002,FALSE,Validation
St. Paul,145000,4,1.75,2072,6098,1940,74,1,2,N,44.975842,-93.097778,FALSE,Validation
St. Paul,169900,4,1.5,2100,4791,1904,110,2,137,Y,44.975933,-93.070496,FALSE,Validation
St. Paul,69900,2,1,1216,4791,1893,121,0,137,N,44.959087,-93.130188,TRUE,Test
St. Paul,69900,2,1.5,1107,3484,1900,114,0,77,N,44.962814,-93.068848,FALSE,Validation
St. Paul,115000,3,1.75,1358,4791,1938,76,1,1,N,44.976238,-93.103058,FALSE,Training
St. Paul,134900,3,1,1018,4791,1894,120,1,57,Y,44.975937,-93.069878,FALSE,Training
St. Paul,120000,3,1.5,1500,2613,1900,114,1,21,Y,44.956894,-93.130836,FALSE,Test
St. Paul,112900,3,1,1190,4791,1946,68,1,20,N,44.971828,-93.069901,FALSE,Test
St. Paul,990000,4,4,5214,13068,1926,88,2,137,Y,44.943401,-93.196991,FALSE,Training
St. Paul,174900,3,1,1479,4791,1951,63,2,43,N,44.991158,-93.130844,FALSE,Validation
St. Paul,149900,4,2,1397,4791,1932,82,2,77,Y,44.976326,-93.069183,FALSE,Validation
St. Paul,99900,2,1,1096,7405,1948,66,2,105,Y,44.982658,-93.069145,FALSE,Training
St. Paul,164900,2,0.75,1229,5227,1938,76,3,49,Y,44.983166,-93.069061,FALSE,Training
St. Paul,774900,6,3,3420,8712,1909,105,2,137,Y,44.934418,-93.131767,FALSE,Test
St. Paul,165000,6,2,1476,5227,1955,59,1,2,N,44.923462,-93.077225,FALSE,Training
St. Paul,89900,2,1.5,1099,17859,1916,98,3,137,N,44.989891,-93.068886,TRUE,Test
St. Paul,175000,3,1.5,1417,5227,1900,114,1,57,N,44.922981,-93.131866,FALSE,Test
St. Paul,359900,4,1.25,2252,4791,1908,106,3,96,Y,44.944298,-93.132164,FALSE,Training
St. Paul,159900,2,1,1405,4791,1880,134,1,54,N,44.923489,-93.131859,FALSE,Training
St. Paul,139900,3,2,1920,5227,1958,56,2,3,N,44.987995,-93.102989,TRUE,Training
St. Paul,79900,3,1.25,1248,4791,1915,99,2,8,N,44.959091,-93.132553,FALSE,Training
St. Paul,75000,2,1,1584,4007,1904,110,1,51,N,44.955055,-93.132545,FALSE,Training
St. Paul,154900,3,1.75,1785,4791,1928,86,2,12,Y,44.97287,-93.131866,FALSE,Training
St. Paul,145000,4,2,1904,4791,1894,120,1,53,N,44.962337,-93.132721,FALSE,Training
St. Paul,299900,5,2.5,2460,11761,1900,114,3,104,Y,44.93095,-93.132332,FALSE,Training
St. Paul,179900,4,1.75,1127,5227,1907,107,1,2,N,44.964489,-93.169983,FALSE,Test
St. Paul,34900,3,1,1236,4791,1884,130,2,19,N,44.974148,-93.067947,FALSE,Validation
St. Paul,109000,2,1,963,4791,1925,89,1,119,Y,44.96143,-93.133186,FALSE,Test
St. Paul,349000,3,2.25,1800,4791,2014,0,2,29,N,44.948799,-93.1334,FALSE,Training
St. Paul,108400,4,1.75,1690,4791,1979,35,2,137,Y,44.970058,-93.067276,FALSE,Training
St. Paul,675000,7,3.5,4806,12632,1910,104,6,137,Y,44.940872,-93.133476,FALSE,Validation
St. Paul,139900,4,2.5,1496,4791,1883,131,1,40,N,44.973244,-93.066948,FALSE,Training
St. Paul,171900,3,1,1282,4356,1913,101,3,119,N,44.922104,-93.101494,FALSE,Training
Minneapolis,2995000,4,3.5,5819,19602,2002,12,4,41,N,44.956566,-93.318939,FALSE,Test
St. Paul,209900,3,1,1448,6098,1923,91,2,65,N,44.927132,-93.134109,FALSE,Test
Minneapolis,245999,4,3,1900,3920,1900,114,1,5,N,45.016567,-93.249344,FALSE,Test
St. Paul,155900,4,1.75,1408,4791,1912,102,1,83,N,44.954578,-93.135353,FALSE,Training
St. Paul,40000,3,1,1645,4791,1885,129,0,43,N,44.957802,-93.135391,FALSE,Validation
St. Paul,124100,3,2.25,2074,8712,1957,57,1,137,Y,44.963249,-93.135567,TRUE,Test
St. Paul,61900,3,2,1365,4791,1904,110,1,112,Y,44.966434,-93.079552,FALSE,Test
St. Paul,134900,3,1,1773,4791,1911,103,4,119,Y,44.955402,-93.135529,FALSE,Training
St. Paul,100000,5,1.75,1758,4791,1915,99,2,19,N,44.959621,-93.135544,FALSE,Validation
St. Paul,129900,3,1,1188,3920,1886,128,1,113,Y,44.966736,-93.109406,FALSE,Training
St. Paul,148900,2,1,1427,4791,1910,104,2,19,N,44.960915,-93.135712,FALSE,Training
St. Paul,165000,2,1,1047,7405,1915,99,2,137,Y,44.948799,-93.135834,FALSE,Validation
St. Paul,135900,3,1.75,1820,4791,1926,88,1,137,N,44.969673,-93.064873,FALSE,Training
St. Paul,139900,4,2,1796,4791,1908,106,2,29,N,44.961891,-93.064796,FALSE,Test
St. Paul,121900,4,2,2126,6098,1991,23,1,5,N,44.965031,-93.103577,FALSE,Test
St. Paul,44900,2,1,826,7405,1888,126,3,70,N,44.966831,-93.095963,FALSE,Training
St. Paul,49900,2,1,1241,4791,1913,101,0,12,N,44.970581,-93.06424,FALSE,Training
St. Paul,359000,3,3.25,2983,9583,1998,16,2,137,Y,44.945175,-93.031662,FALSE,Training
St. Paul,56900,4,2,1543,4791,1908,106,2,96,Y,44.961895,-93.064339,FALSE,Training
St. Paul,59900,3,1.5,1284,4356,1909,105,1,137,Y,44.967148,-93.115799,FALSE,Training
St. Paul,154900,3,2,1400,4356,1889,125,4,51,N,44.952415,-93.136681,FALSE,Test
St. Paul,47000,3,1,1000,4791,1884,130,1,22,N,44.95649,-93.064133,FALSE,Training
St. Paul,74900,4,1.75,2269,4791,1909,105,1,137,Y,44.95739,-93.06414,FALSE,Test
St. Paul,74900,3,1.75,1400,5227,1915,99,1,9,Y,44.928417,-93.136932,FALSE,Training
St. Paul,139900,3,1,1189,4791,1911,103,2,86,N,44.959095,-93.136917,FALSE,Training
St. Paul,179900,3,1.75,1300,5227,1906,108,2,20,N,44.919937,-93.100945,FALSE,Training
St. Paul,105000,2,1,914,6098,1880,134,7,27,N,44.9674,-93.11068,FALSE,Validation
St. Paul,226900,3,1.5,1381,6098,1948,66,1,7,N,44.914936,-93.185532,FALSE,Validation
St. Paul,99900,3,1,1267,6534,1884,130,2,12,N,44.96751,-93.081573,FALSE,Training
St. Paul,85000,3,2.25,2207,4791,1912,102,2,137,Y,44.961506,-93.063721,FALSE,Training
St. Paul,499900,4,2.5,3052,6098,1891,123,3,1,N,44.944691,-93.137184,FALSE,Training
St. Paul,132990,3,1.75,1562,4356,1900,114,2,2,N,44.956978,-93.063278,FALSE,Validation
St. Paul,279900,5,2,2100,6534,1911,103,2,2,N,44.967865,-93.16909,FALSE,Training
St. Paul,349900,3,2.5,2044,6098,2005,9,2,137,Y,44.988087,-93.135689,FALSE,Test
St. Paul,104500,4,2.25,1378,4791,1950,64,2,40,Y,44.976887,-93.06308,FALSE,Test
St. Paul,279900,2,1,1271,10890,1920,94,2,47,N,44.982567,-93.137825,FALSE,Training
St. Paul,339900,4,1.75,2534,6969,1912,102,2,69,N,44.938725,-93.187782,FALSE,Training
St. Paul,125900,3,1,1351,8276,1925,89,2,98,Y,44.96833,-93.015533,FALSE,Training
St. Paul,215000,2,1,1200,6098,1911,103,1,104,N,44.943634,-93.138107,FALSE,Validation
St. Paul,795000,5,3.25,4305,6969,1894,120,0,134,Y,44.936386,-93.126938,FALSE,Training
St. Paul,240000,4,1.75,1564,4791,1949,65,1,20,N,44.913914,-93.185417,FALSE,Validation
St. Paul,374900,4,2.5,2046,4791,1911,103,2,8,N,44.935455,-93.138138,FALSE,Training
St. Paul,100000,2,1,938,7840,1900,114,1,75,Y,44.968307,-93.170013,FALSE,Validation
St. Paul,149900,2,1,784,9888,1954,60,2,1,N,44.944359,-93.154572,FALSE,Test
St. Paul,69000,3,1,961,3484,1880,134,0,137,Y,44.961514,-93.062027,FALSE,Test
St. Paul,134900,3,1,1218,6534,1939,75,1,119,Y,44.969048,-93.018509,FALSE,Test
St. Paul,93900,3,1,1292,5227,1940,74,1,99,Y,44.978943,-93.104073,FALSE,Training
St. Paul,189900,3,0.75,1464,6098,1950,64,1,36,N,44.989857,-93.139168,FALSE,Test
St. Paul,169900,3,2,1398,6098,1940,74,1,9,N,44.979076,-93.061493,FALSE,Training
St. Paul,289900,5,1.5,2750,6969,1907,107,2,1,N,44.948837,-93.139473,FALSE,Test
St. Paul,919900,6,4.25,4912,15681,1907,107,8,47,N,44.938606,-93.139648,FALSE,Training
St. Paul,98000,3,1.75,1005,3920,1910,104,1,119,Y,44.969769,-93.058136,FALSE,Test
St. Paul,195000,4,2,1624,5662,1904,110,2,137,Y,44.931999,-93.089371,TRUE,Training
St. Paul,209900,3,2.25,2296,8712,1978,36,2,76,Y,44.913395,-93.006508,FALSE,Training
St. Paul,117900,3,1,1403,5227,1921,93,1,77,Y,44.960999,-93.060463,FALSE,Validation
St. Paul,284900,3,2.5,1932,5662,1950,64,2,99,N,44.985348,-93.140388,FALSE,Validation
St. Paul,299900,3,2.25,2014,6534,1949,65,2,119,Y,44.987152,-93.140991,FALSE,Training
St. Paul,149990,3,2,1220,4791,2014,0,1,104,N,44.970657,-93.079002,FALSE,Training
St. Paul,124900,3,1,1200,4791,1913,101,1,137,N,44.970715,-93.133118,FALSE,Training
St. Paul,193000,4,1.75,1460,4356,1921,93,2,96,Y,44.953686,-93.14193,FALSE,Training
St. Paul,134999,3,1.75,1650,9539,1890,124,2,137,Y,44.963734,-93.059174,FALSE,Validation
St. Paul,84900,2,1,732,4356,1924,90,3,110,Y,44.92717,-93.142082,FALSE,Test
St. Paul,109000,4,1.75,1650,5227,1898,116,2,117,N,44.956505,-93.058861,FALSE,Training
St. Paul,89900,3,2,1180,4791,1914,100,1,119,Y,44.971088,-93.135155,FALSE,Test
St. Paul,62500,1,1,760,7405,1900,114,2,57,Y,44.92844,-93.142342,FALSE,Training
